"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Echinochloa crus-galli"	"Neotropical"	89	133	NA	0.65075	0.34925	0.02183	132.71958	289	2513	86.367	1.976	289	2.125	0.954	0.007	11	0.027	-0.225059940517131	0.0147409261952128	-0.901364832863005	-0.349750469447625	-0.394790612149398	0.183771693621602	282	798	"M2A"	0.708198429779512	0	1.67948585076321	1.59898415712324	0.922758599320714	2.6076899807676	3.75783668404011	NA	NA	NA	NA	NA	0.264018425829808	0.728502256474343	0.29768895763463	3.848	NA	2.065	0	NA
"Echinochloa crus-galli"	"Oriental"	88	66	NA	0.89415	0.10585	0.5273	156.617	355	2513	140.039	3.25	355	2.61	22.72	0.145	80	0.195	-0.227092009341002	0.00808220038079518	-1.5044061350966	-1.02731424789668	-0.500325529635485	-0.00315946407162628	282	802	"M2A"	0.911516805496864	0	1.97075417250971	1.91208863489917	0.950554191399906	3.20075385606496	3.89701133294388	NA	NA	NA	NA	NA	0.0116940704646159	0.822812867463026	0.0801720219273557	4.177	NA	5.946	0	NA
"Echinochloa crus-galli"	"Palearctic_East"	83	11	NA	0.5022	0.4978	0.2061	67.03616	69	2520	33.665	0.787	69	0.535	8.814	0.131	49	0.329	-0.207355450449524	0.0218940076719167	-0.0556037131392489	0.71672769090525	0.140811455755124	0.069634438411711	281	786	"M2A"	0.992096994251118	0	1.09676357537702	1.04021425829665	0.920575648036247	1.3394874306009	1.34826379341275	NA	NA	NA	NA	NA	0.00203072274985086	0	0.115921460959807	1.169	NA	63.52	0	NA
"Echinochloa crus-galli"	"Palearctic_West"	88	2143	NA	0.13457	0.86543	0	24.27998	205	2518	3.267	0.076	205	1.565	0	0	0	0	-0.220474376572131	0.0145118199107362	0.0126787334608473	-0.411245138895947	0.062236862785975	-0.183347032783545	282	796	"M5B"	0.48276934700887	0	1.20247779076149	1.21258507429621	0.867566116531869	1.56500378204718	1.77896585127202	1.21018111394886	1.24016313696787	0.510804399945885	2.03204157716256	2.18292943142779	0.0707818806163511	0.611345643398696	0.674541239330485	4.269	1.169	6.089	2.347	NA
"Echinochloa crus-galli"	"Panamanian"	40	14	NA	0.9141	0.0859	0.58591	162.53946	359	2536	148.577	4.199	359	3.177	20.733	0.128	66	0.163	-0.270882873023842	-0.109368316404441	-1.51103789028205	-0.79377281653323	-0.621368655295515	-0.109710744644765	277	880	"M5B"	0.816716615539685	0	1.6235344663768	1.6506226543558	0.827078181393856	2.38672253096183	2.94238768038545	1.31715551758541	1.32815438340473	0.661395445184947	1.96240792653249	2.22030595494791	0.415603855760536	0.765520980114759	0.166334820223307	4.173	3.08	10.541	9.518	NA
"Echinochloa crus-galli"	"Saharo-Arabian"	82	43	NA	0.35432	0.64568	0.24734	51.50954	88	2522	18.251	0.46	88	0.693	9.821	0.191	47	0.28	-0.211532132829852	0.0553366226963128	-0.403944869707601	0.669839022999322	-0.159377614764809	0.618903582895472	284	773	"M5B"	0.513280246389781	0	0.824905714832325	0.809722708652119	0.657956743281888	0.990746195062723	1.05790822733238	0.808434371271492	0.797210147908738	0.480208847206	1.11668491560018	1.30496387657992	0.240999730304064	0.318762868404326	0.260329068536373	3.239	1.321	2.923	109.319	NA
"Echinochloa crus-galli"	"Sino-Japanese"	89	105	NA	0.86943	0.13057	0.42533	66.72345	196	2513	58.012	1.328	196	1.441	18.586	0.279	71	0.272	-0.225059940517131	0.0147409261952128	-1.14480906570614	-0.765423929328603	-0.370960725897771	-0.0319365798616595	282	798	"M2A"	0.929334690819159	0	1.38603670851488	1.38623688207791	0.850895571990797	1.92543551377352	2.15567085225311	NA	NA	NA	NA	NA	0.00357753878185859	0.933195417361863	0.113392779593477	4.022	NA	7.359	0	NA
"Echium plantagineum"	"Afrotropical"	637	57	NA	0	1	0.37051	26.57417	0	2294	0	0	0	0	21.453	0.807	267	3.034	-0.253272948638992	-0.0117873706374811	-0.149878851187194	-0.151114692110906	-0.590713580369905	0.61413011835436	282	825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Echium plantagineum"	"Australian"	637	813	NA	0.01323	0.98677	0.01732	38.2672	62	2294	0.506	0.009	62	0.175	1.003	0.026	90	0.275	-0.253272948638992	-0.0117873706374811	-0.322459604762682	0.271011176987046	-0.482338805510138	0.703447261838514	282	825	"M5B"	0.458628687967358	0	2.21221464166054	2.16012366520255	1.67013627928749	2.87470384108095	3.02287120033744	0.701230278205967	0.73501493520578	0.567032858323449	0.782029778635493	0.833539344626413	0.000266887909436792	0.664100158127688	0.42802337678007	4.251	0.431	117.489	17.601	NA
"Echium plantagineum"	"Nearctic"	637	10	NA	0.02075	0.97925	0.29607	63.79537	5	2294	1.324	0.023	5	0.014	17.143	0.269	200	1.25	-0.253272948638992	-0.0117873706374811	-0.418730768976495	-0.273084112155508	-0.0314797768167409	-0.156641794737174	282	825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Echium plantagineum"	"Neotropical"	636	51	NA	0.28138	0.71862	0.39797	64.06332	62	2308	18.026	0.313	62	0.182	22.92	0.358	227	1.29	-0.25265278432279	-0.0142936742193323	-0.904000158194069	-0.345333246389477	-0.489053473283802	-0.0440389914057656	282	826	"M2A"	0.942191260030942	0	1.26975768444092	1.27173166150928	0.944665999400338	1.61885161565887	1.74148380155996	NA	NA	NA	NA	NA	0.0701071603831711	0.966228906140528	0.0680541914360457	3.972	NA	8.925	0	NA
"Echium plantagineum"	"Palearctic_West"	637	60	NA	0	1	0.84932	6.8828	0	2294	0	0	0	0	49.178	7.145	317	8.342	-0.253272948638992	-0.0117873706374811	0.304387008636131	-0.522440786490072	0.104544969980929	-0.26173749786785	282	825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Egeria densa"	"Afrotropical"	51	6	NA	0	1	0.78198	15.98215	0	2103	0	0	0	0	126.019	7.885	493	9.302	-0.900177357552108	-0.339141411197606	-0.446559886882395	-0.182507990811682	-0.935768375136688	0.021469672298696	304	1289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Egeria densa"	"Australian"	47	53	NA	0.05496	0.94504	0.16571	94.42567	33	2284	5.189	0.045	33	0.09	19.147	0.203	120	0.432	-0.810629052460274	-0.231102708373876	-0.599870606691282	-0.541216019139861	-0.555330205639437	0.519115653651139	305	1195	"M2A"	0.965594035616121	0	1.59082167696875	1.57941393058837	1.3351947418287	1.91553455326885	2.02907697387924	NA	NA	NA	NA	NA	0	0	0.0286911644412249	5.167	NA	14.797	0	NA
"Egeria densa"	"Nearctic"	49	101	NA	0.07092	0.92908	0.02621	135.32659	140	2230	9.597	0.074	140	0.334	3.386	0.025	43	0.083	-0.832366302326869	-0.274315948020707	-0.703418588065716	-0.198650335604236	-0.33568612689933	-0.0569931218910479	303	1225	"M5B"	0.487985709042491	0	1.268254546719	1.3010412017738	0.978855401839633	1.49274282354201	1.59340155760489	2.53471305059899	2.10789502091069	1.29576293052683	5.07491508381049	5.16371280762961	0.148536449421404	0.178414863668748	0.87041626668823	1.012	3.413	9.079	1.825	NA
"Egeria densa"	"Palearctic_West"	37	154	NA	0.32688	0.67312	0.52074	22.24479	67	2319	7.271	0.074	67	0.203	50.991	2.292	200	1.015	-0.657507451516933	-0.192530147131537	0.0196659536245664	-0.534340969277562	-0.0319591560242668	-0.121969612676049	297	1105	"M2A"	0.955984374836779	0	1.10895044792656	1.04574349681262	0.663979692896467	1.55306473212133	1.73427721190995	NA	NA	NA	NA	NA	0	0.143185625170984	0.0992438622855446	4.905	NA	11.628	0	NA
"Egeria densa"	"Sino-Japanese"	48	23	NA	0	1	0.70501	31.16933	0	2111	0	0	0	0	122.889	3.943	448	4.978	-0.929012572520517	-0.397679549295858	-1.32158924639327	-0.774062719896213	-0.867236932997067	-0.445680215414706	302	1332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Eichhornia crassipes"	"Afrotropical"	221	44	NA	0.05723	0.94277	0.14043	80.34915	42	2283	4.599	0.046	42	0.115	14.043	0.175	128	0.457	-1.20917146292518	-0.434475471153102	-0.772669383744426	-0.169559945679089	-1.00735956284722	-0.134559384776514	318	1484	"M5A"	0.925024142230771	0	0.974728376426409	0.967735431202196	0.851136994867165	1.08316688748374	1.11621998400401	1.22207843101173	1.2286046547843	1.0636338031414	1.36552933539299	1.40121940328047	0.0323619018388546	0	0.513342152090544	1.797	6.145	11.18	11.18	NA
"Eichhornia crassipes"	"Australian"	201	72	NA	0.10062	0.89938	0.03278	95.08754	73	2363	9.568	0.125	73	0.255	2.509	0.026	30	0.091	-1.11137680262129	-0.351850250619627	-0.794445173161588	-0.307378929205398	-0.605533795283677	0.288153314985606	317	1399	"M2B"	0.882467733444548	0	1.80504273944446	1.74633845109452	1.38724120794521	2.44742954606106	2.57035384075676	NA	NA	NA	NA	NA	0.00600783690506061	0.620029758570263	0.679925587456325	4.032	NA	226.999	0	NA
"Eichhornia crassipes"	"Nearctic"	212	215	NA	0.09194	0.90806	0.06501	78.00533	125	2330	7.172	0.083	125	0.392	5.593	0.072	57	0.147	-1.17114065325476	-0.401048095009046	-0.877764114167282	-0.0572631118753465	-0.509631920358408	0.0115661806768697	317	1450	"M5A"	0.648167720298195	0	1.61184980344751	1.29089190563927	1.05279432732754	2.4097799223658	2.51705844045898	1.11017313718473	1.10906207953317	0.937471366218766	1.28241219432934	1.40397771922928	0.625172483441231	0.285751186188605	0.744460613755295	4.068	2.308	7.611	7.611	NA
"Eichhornia crassipes"	"Neotropical"	221	45	NA	0.44358	0.55642	0.06804	194.48267	386	2283	86.269	0.863	386	1.055	6.804	0.035	52	0.074	-1.20917146292518	-0.434475471153102	-2.00774881328086	-1.35992517344383	-1.45511124786069	-0.629966754877756	318	1484	"M2A"	0.877347686359938	0	2.10376895317598	2.18489723265083	1.27903832601081	2.71197508346197	2.973854373764	NA	NA	NA	NA	NA	0.25447587823162	0.814383884710775	0.425412867507157	3.476	NA	4.401	0	NA
"Eichhornia crassipes"	"Oceanian"	147	7	NA	0.43826	0.56174	0.02277	361.78668	342	2264	158.556	1.926	342	0.888	1.875	0.005	45	0.066	-1.46406419868348	-0.721023632841801	-1.32396275214446	-1.36592096081727	-2.43498807701871	-1.76503221211156	316	1744	"M2A"	0.93617985093064	0	1.24672941472078	1.27250119710202	0.746141638273342	1.65365520872645	1.95130656357775	NA	NA	NA	NA	NA	0.00321927381772285	0.00321100440252376	0.213193255670352	0	NA	6.181	0	NA
"Eichhornia crassipes"	"Oriental"	221	48	NA	0.27054	0.72946	0.10865	202.76432	219	2283	54.855	0.549	219	0.598	10.866	0.054	61	0.116	-1.20917146292518	-0.434475471153102	-1.82346151290299	-1.16398299592552	-1.63322050375452	-0.669783332692029	318	1484	"M5B"	0.630191300781365	0	1.92341099709561	1.94810312398349	1.1998412389611	2.56031909270085	2.83232412616606	1.44866800750218	1.37813611160892	0.809009407410951	2.33420024059422	2.73694511455236	0.171761513909285	0.580339755794384	0.288408356969038	4.502	3.061	2.122	14.708	NA
"Eichhornia crassipes"	"Palearctic_West"	81	57	NA	0.39099	0.60901	0.44024	59.14836	72	2450	23.127	0.295	72	0.362	34.479	0.583	95	0.54	-0.739243035774802	-0.198711695672448	-0.152481726186633	-0.290118628544933	-0.126637171330217	0.00182810849785582	302	1146	"M5A"	0.676873969002586	0	0.884129365073348	0.918902067669591	0.604833730068805	1.11299944870742	1.23179384972065	1.02470282913999	1.02806415517731	0.992008945477684	1.05605218238737	1.06304918918988	0.133976527687242	0.334505831224471	0.231857005195936	4.852	2.233	6.718	6.718	NA
"Eichhornia crassipes"	"Panamanian"	220	134	NA	0.31943	0.68057	0.0101	232.59352	663	2283	74.298	0.747	663	1.811	1.004	0.004	13	0.013	-1.21219560807359	-0.438506941948169	-1.94656070025857	-1.07528595781027	-1.48592547311388	-0.655575880230356	318	1489	"M5A"	0.628554324157718	0	1.14717580071289	1.09107287649639	0.846436596610332	1.51314790288179	1.69038815162979	3.03626306206962	2.82603820097126	1.656933986238	4.52022519144011	6.09083463151981	0.274841817187142	0.651597371891797	0.304892631235131	1.978	3.746	3.513	3.513	NA
"Eichhornia crassipes"	"Sino-Japanese"	216	32	NA	0.02041	0.97959	0.42958	36.74866	14	2219	0.75	0.008	14	0.033	40.537	1.103	291	1.902	-1.19795158495644	-0.431555355686862	-1.52643659176679	-0.78478742913135	-0.936400971690459	-0.395552881280191	317	1477	"M2A"	0.994795251043697	0	1.68042732924087	1.70017178672265	1.54703138377616	1.77262868933739	1.80452189840045	NA	NA	NA	NA	NA	0	1	0.00684232812296626	4.368	NA	96.318	0	NA
"Elaeagnus angustifolia"	"Nearctic"	95	291	NA	0.00149	0.99851	0.27575	42.95726	6	2039	0.064	0	6	0.01	56.356	1.312	297	0.931	-0.0320671793124012	0.0297888760905715	-0.331877406267528	0.350186320741634	0.108856488817212	-0.220488393500518	270	701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elaeagnus angustifolia"	"Palearctic_West"	85	228	NA	0.00276	0.99724	0.41056	48.50515	10	2076	0.134	0.001	10	0.017	77.374	1.595	369	1.724	-0.105022707806977	0.0198287657501895	-0.0553818348328649	-0.129737092677586	0.432259060054059	-0.390650714932448	275	738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elaeagnus angustifolia"	"Saharo-Arabian"	90	22	NA	0	1	0.38615	84.25125	0	2095	0	0	0	0	73.833	0.876	368	1.978	0.0285580763832217	0.0762522709706426	0.000476855092482985	0.0650788671686141	-0.392857469798056	1.25378475550058	269	647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elaeagnus pungens"	"Nearctic"	103	18	NA	0.171	0.829	0.24582	46.22754	56	2487	7.905	0.161	56	0.346	12.062	0.261	70	0.473	-1.38007725361775	-0.67394446513719	-1.12791168814289	-0.39791967091707	-1.02031504508621	-0.275454928186329	313	1681	"M5B"	0.418502498047456	0	1.04435326475508	1.06070337016714	0.805973154030819	1.26114933631872	1.37706231011617	0.634733568463183	0.634228222083658	0.541555687171563	0.750533694427141	0.766988027964565	0.331824972357486	0.287204226252976	0.670618917497211	4.767	2.319	11.093	7.475	NA
"Elaeagnus umbellata"	"Nearctic"	213	177	NA	8e-05	0.99992	0.39404	27.78027	1	1933	0.002	0	1	0.001	72.405	2.606	506	2.398	-0.809356262544361	-0.766882676993503	-0.751000304004539	-0.35892292539368	0.0439370844685915	-0.276210268018642	269	1456	"M2A"	1	0	1.1007421194304	1.1007421194304	1.1007421194304	1.1007421194304	1.1007421194304	NA	NA	NA	NA	NA	0	0	0	1.53	NA	226.999	0	NA
"Elaeagnus umbellata"	"Palearctic_East"	138	6	NA	0	1	0.78735	13.68791	0	2251	0	0	0	0	111.691	8.16	354	8.045	-0.478812418355846	-0.591076676590719	-0.975117187637137	-0.579517608515565	0.400232393500226	-0.194896520885725	259	1214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elaeagnus umbellata"	"Palearctic_West"	177	25	NA	0	1	0.75557	16.82458	0	2203	0	0	0	0	94.358	5.608	368	4.718	-0.603757005139237	-0.574108546591456	0.154642463708209	-0.547078900192386	0.164124421147385	-0.330594881308108	268	1262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elsholtzia ciliata"	"Nearctic"	144	11	NA	0	1	0.81136	3.84334	0	2113	0	0	0	0	112.081	29.162	498	13.105	-0.564539602761448	-0.736274634003669	-0.745757733203328	-0.572563882076044	0.132097789959886	-0.328048706897223	255	1320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elsholtzia ciliata"	"Palearctic_West"	134	74	NA	0	1	0.80932	11.21947	0	2166	0	0	0	0	99.9	8.904	419	6.547	-0.502843787900435	-0.696461854542595	0.252331920178472	-0.483202703064178	0.313773434069865	-0.402213999715664	253	1269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elymus canadensis"	"Palearctic_West"	740	29	NA	0.12608	0.87392	0.95679	16.9109	11	2303	2.132	0.04	11	0.032	50.426	2.982	300	5.263	-0.38972271591048	0.200196497874409	0.191260565738818	-0.790525280592207	0.148181326712147	-0.255967429845682	306	788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epilobium brachycarpum"	"Palearctic_West"	541	104	NA	0	1	0.20262	21.85793	0	2207	0	0	0	0	11.98	0.548	283	1.78	-0.161461119986014	0.0137289209215087	-0.064554696572767	-0.231308658329686	0.120779069012769	-0.261046007201978	278	769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epilobium ciliatum"	"Australian"	813	104	NA	0.00695	0.99305	0.08961	140.97549	13	2028	0.98	0.007	13	0.021	12.05	0.085	189	0.425	-0.46253153395066	-0.44783543650697	-0.450924433213694	-0.925269975425916	-0.546218617415523	0.646923933065688	267	1133	"M2A"	0.992164267544993	0	2.52557725415314	2.51046043266679	2.28152213068029	2.79137206305771	2.86231787322992	NA	NA	NA	NA	NA	0	0	0.00780696838587192	4.999	NA	64.063	0	NA
"Epilobium ciliatum"	"Palearctic_West"	1378	2748	NA	0.00116	0.99884	0.29198	17.09403	28	1979	0.02	0	28	0.042	28.197	1.65	347	0.989	-0.122605078060855	-0.2771357014945	0.179505444909952	-0.694369804469327	0.31193736264075	-0.389861064328806	256	890	"M2A"	0.992350009260707	0	2.38452763314655	2.21574383499881	1.72701694982019	3.21746874175856	3.39136009561993	NA	NA	NA	NA	NA	0	0.971098223808985	0.044318106620567	4.314	NA	65.612	0	NA
"Epilobium hirsutum"	"Australian"	2881	8	NA	0	1	0.50369	29.01278	0	2128	0	0	0	0	16.353	0.564	449	6.236	0.00838458437513654	-0.504769219153264	-0.0926867253064978	-0.231060080334841	-0.533815226268617	0.673697159846798	232	936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epilobium hirsutum"	"Nearctic"	2998	71	NA	0	1	0.20029	32.55378	0	2091	0	0	0	0	6.123	0.188	375	2.049	0.0195729576181358	-0.5062950483399	-0.474808720577293	-0.462531236145465	0.0384583018492363	-0.22756427034798	231	932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epilobium parviflorum"	"Australian"	2646	7	NA	0	1	0.39714	17.87487	0	2235	0	0	0	0	12.082	0.676	360	6.667	0.0431447155545436	-0.557193913502123	-0.109139983155811	-0.783199827698011	-0.463538132825241	0.597933015641215	226	944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epilobium parviflorum"	"Nearctic"	2687	15	NA	0	1	0.5988	39.55091	0	2153	0	0	0	0	18.289	0.462	387	3.55	0.0459126548340402	-0.562052971619816	-0.43032898606509	-0.423000510728015	0.0387681436460023	-0.216073528060899	226	944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Epiphyllum phyllanthus"	"Panamanian"	319	42	NA	0.00438	0.99562	0.12423	196.64615	6	1672	0.862	0.004	6	0.006	27.792	0.141	461	0.883	-1.93729998523819	-1.30207484105141	-1.76406170574694	-0.854807720165137	-1.69880946760259	-0.939264299454018	309	2249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Equisetum arvense"	"Australian"	3460	31	NA	0	1	0.18121	63.18708	0	2015	0	0	0	0	7.116	0.113	416	1.908	-0.0882393894854558	-0.609217917287318	-0.422075280089587	-1.0615892451478	-0.498784343905803	0.587911067993979	232	1032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Eragrostis cilianensis"	"Australian"	811	541	NA	0.00018	0.99982	0.06011	39.9597	2	2145	0.007	0	2	0.004	3.496	0.087	187	0.586	-0.405904040185149	0.0395369471009274	-0.426099746281561	0.298846616921265	-0.554891644181816	0.684667780209808	296	872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Eragrostis cilianensis"	"Nearctic"	806	904	NA	0.00362	0.99638	0.02685	52.63535	43	2111	0.19	0.003	43	0.08	1.549	0.029	137	0.309	-0.402620273472957	0.0130466706134203	-0.489442545963255	0.340262118274164	-0.126375363232694	-0.154710194913345	294	886	"M5B"	0.542371043873499	0	2.83272982218493	1.67188912998203	1.46893724728351	5.27845428888082	5.4188867556234	1.92043857191176	2.05857319258769	1.53216299243454	2.11009035383606	2.13575568394936	0.280531967213222	0.62741640072478	0.403618818219806	3.896	1.827	227	5.343	NA
